id,cntry,country,sex,agea,yrbrn,mars_status,region_cat,education_level,main_activity,occupation,feel_income,born_in_cntry,citizen,minority_ethnic,left_right,church,hhmmb,locality,voted,backstory,dweight,pspwght,pweight,anweight,stratum,psu,response
31339,GB,United Kingdom,Female,18.0,2000.0,None of these (NEVER married or in legally registered civil partnership),UKC,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Education,prefer not to say,Living comfortably on present income,Yes,Yes,No,6.0,Never,3.0,Town or small city,Not eligible to vote,"I am a female. I am 18 years old and I was born in 2000. I am never married or in a civil partnership. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. In the last week I have mainly been education. I have never been a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.1691341400146484,2.4683315753936768,2.885810613632202,1399,12361,B
39958,GB,United Kingdom,Male,71.0,1947.0,None of these (NEVER married or in legally registered civil partnership),UKJ,"Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education",Retired,Manager,Coping on present income,Yes,Yes,No,5.0,Never,2.0,Town or small city,Yes,"I am a male. I am 71 years old and I was born in 1947. I am never married or in a civil partnership. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education. I finished my full-time education at age 15. In the last week I have mainly been retired. My occupation is Restaurant managers. I was previously a member of a trade union but am not now. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Liberal Democrat. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.7356340289115906,2.4683315753936768,1.815788745880127,1507,12454,B
14068,GB,United Kingdom,Male,82.0,1936.0,,UKE,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Professional,Coping on present income,Yes,Yes,No,8.0,Only on special holy days,2.0,Town or small city,Yes,"I am a male. I am 82 years old and I was born in 1936. I am single. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 25. In the last week I have mainly been retired. My occupation is Secondary education teachers. I was previously a member of a trade union but am not now. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 4. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 6. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 8. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.7307482361793518,2.4683315753936768,1.8037289381027224,1574,12367,B
25069,GB,United Kingdom,Female,64.0,1954.0,Legally divorced / Civil partnership dissolved,UKD,None of these,Paid work,Service and sales worker,Difficult on present income,Yes,Yes,No,6.0,Never,1.0,Town or small city,Yes,"I am a female. I am 64 years old and I was born in 1954. I am Legally divorced / Civil partnership dissolved. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 15. In the last week I have mainly been paid work. My occupation is Shop sales assistants. I have never been a member of a trade union. My household income is in the 1st decile nationally. I would say that we are difficult on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.4731421768665313,2.4683315753936768,1.1678718328475952,1543,12125,B
30642,GB,United Kingdom,Male,23.0,1995.0,None of these (NEVER married or in legally registered civil partnership),UKD,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,Service and sales worker,Difficult on present income,Yes,Yes,No,5.0,Never,3.0,Town or small city,Yes,"I am a male. I am 23 years old and I was born in 1995. I am never married or in a civil partnership. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Home-based personal care workers. I have never been a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are difficult on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 0. On a scale from 0 to 10, I believe most people try to be helpful: 2. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.4744688272476196,2.4683315753936768,3.6394779682159424,1532,12211,B
62240,GB,United Kingdom,Female,71.0,1947.0,,UKH,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Retired,Technician or associate professional,Coping on present income,Yes,Yes,No,5.0,Less often,2.0,Country village,Yes,"I am a female. I am 71 years old and I was born in 1947. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 17. In the last week I have mainly been retired. My occupation is Legal secretaries. I have never been a member of a trade union. My household income is in the 4th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 4. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.8329050540924072,2.4683315753936768,2.0558857917785645,1456,12478,B.
5922,GB,United Kingdom,Male,63.0,1955.0,,UKJ,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Retired,Professional,Coping on present income,Yes,Yes,No,,Never,3.0,Country village,No,"I am a male. I am 63 years old and I was born in 1955. I am single. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 16. In the last week I have mainly been retired. My occupation is Engineering professionals not elsewhere classified. I was previously a member of a trade union but am not now. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 10. On a scale from 0 to 10, I believe most people try to be fair: 10. On a scale from 0 to 10, I believe most people try to be helpful: 10. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.103451132774353,2.4683315753936768,2.723683357238769,1501,12316,B
5010,GB,United Kingdom,Female,51.0,1967.0,,UKC,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Permanently sick or disabled,Elementary occupation,Living comfortably on present income,Yes,Yes,No,4.0,Never,2.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 51 years old and I was born in 1967. I am single. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 16. In the last week I have mainly been permanently sick or disabled. My occupation is Elementary workers not elsewhere classified. I was previously a member of a trade union but am not now. My household income is in the 4th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 2. I meet socially with friends, relatives or colleagues never. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.7455388307571411,2.4683315753936768,1.840237021446228,1580,12121,B
49200,GB,United Kingdom,Male,62.0,1956.0,,UKF,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Retired,Service and sales worker,Coping on present income,No,Yes,No,5.0,Less often,3.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 62 years old and I was born in 1956. I am single. I am from East Midlands (England). I was not born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 19. In the last week I have mainly been retired. My occupation is Police officers. I was previously a member of a trade union but am not now. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.185328722000122,2.4683315753936768,2.9257843494415283,1407,12111,B
21917,GB,United Kingdom,Male,40.0,1978.0,Legally divorced / Civil partnership dissolved,UKE,"Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education",Paid work,Service and sales worker,Difficult on present income,Yes,Yes,Yes,,Never,1.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 40 years old and I was born in 1978. I am Legally divorced / Civil partnership dissolved. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Security guards. I was previously a member of a trade union but am not now. My household income is in the 2nd decile nationally. I would say that we are difficult on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 0. On a scale from 0 to 10, I believe most people try to be fair: 0. On a scale from 0 to 10, I believe most people try to be helpful: 0. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am not at all interested in politics. I voted in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.5148507356643677,2.4683315753936768,1.270822286605835,1572,12369,B
46592,GB,United Kingdom,Female,48.0,1970.0,None of these (NEVER married or in legally registered civil partnership),UKI,None of these,Paid work,Service and sales worker,Coping on present income,Yes,Yes,Yes,,Only on special holy days,2.0,Town or small city,Yes,"I am a female. I am 48 years old and I was born in 1970. I am never married or in a civil partnership. I am from London. I was born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Shop sales assistants. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 7. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am hardly interested in politics. I voted in the last general election. I voted for Green Party. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 3. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.4656949043273926,2.4683315753936768,1.149489402770996,1468,12484,A
34933,GB,United Kingdom,Male,16.0,2002.0,None of these (NEVER married or in legally registered civil partnership),UKD,None of these,Education,prefer not to say,Living comfortably on present income,Yes,Yes,No,6.0,Only on special holy days,4.0,Suburbs or outskirts of big city,No,"I am a male. I am 16 years old and I was born in 2002. I am never married or in a civil partnership. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. In the last week I have mainly been education. I have never been a member of a trade union. My household income is in the 4th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 6. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 4. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 4. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.528159499168396,2.2117040157318115,2.4683315753936768,5.459218978881836,1560,12337,B
31599,GB,United Kingdom,Male,36.0,1983.0,,UKD,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,Craft or related trades worker,Living comfortably on present income,Yes,Yes,No,3.0,At least once a month,2.0,Town or small city,No,"I am a male. I am 36 years old and I was born in 1983. I am single. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Metal, machinery and related trades workers. I am currently a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 3. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.14066743850708,2.4683315753936768,2.815545558929444,1566,12296,B.
49456,GB,United Kingdom,Male,42.0,1976.0,,UKH,"Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education",Paid work,Manager,Difficult on present income,Yes,Yes,No,7.0,Only on special holy days,5.0,Town or small city,Yes,"I am a male. I am 42 years old and I was born in 1976. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Construction managers. I am currently a member of a trade union. My household income is in the 9th decile nationally. I would say that we are difficult on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 3. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.0039981603622437,2.4683315753936768,2.478200435638428,1464,12240,A.
61303,GB,United Kingdom,Female,51.0,1967.0,,UKH,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Clerical support worker,Coping on present income,Yes,Yes,No,7.0,Never,2.0,Town or small city,Yes,"I am a female. I am 51 years old and I was born in 1967. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 17. In the last week I have mainly been paid work. My occupation is Accounting and bookkeeping clerks. I have never been a member of a trade union. My household income is in the 6th decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 9. On a scale from 0 to 10, my trust in politicians is 9. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.733100175857544,2.4683315753936768,1.809534311294556,1462,12301,B.
951,GB,United Kingdom,Female,23.0,1995.0,,UKJ,None of these,Education,Service and sales worker,Living comfortably on present income,No,No,No,5.0,Only on special holy days,2.0,Suburbs or outskirts of big city,Not eligible to vote,"I am a female. I am 23 years old and I was born in 1995. I am single. I am from South East (England). I was not born in this country. I am not a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 19. In the last week I have mainly been education. My occupation is Shop sales assistants. I have never been a member of a trade union. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 2. On a scale from 0 to 10, I believe most people try to be helpful: 7. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.186943292617798,2.4683315753936768,2.929769515991211,1500,12160,B
23984,GB,United Kingdom,Male,71.0,1947.0,Widowed / Civil partner died,UKK,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Retired,Professional,Coping on present income,Yes,Yes,No,2.0,Never,1.0,Country village,Yes,"I am a male. I am 71 years old and I was born in 1947. I am Widowed / Civil partner died. I am from South West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 16. In the last week I have mainly been retired. My occupation is Social work and counselling professionals. I was previously a member of a trade union but am not now. My household income is in the 4th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 2. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3879288136959076,2.4683315753936768,0.9575369358062744,1430,12432,B
45809,GB,United Kingdom,Female,22.0,1996.0,None of these (NEVER married or in legally registered civil partnership),UKC,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Technician or associate professional,Coping on present income,Yes,Yes,No,5.0,Less often,1.0,Town or small city,Yes,"I am a female. I am 22 years old and I was born in 1996. I am never married or in a civil partnership. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 17. In the last week I have mainly been paid work. My occupation is Social work associate professionals. I was previously a member of a trade union but am not now. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 4. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5845670700073242,2.4683315753936768,1.442905306816101,1569,12359,B
43458,GB,United Kingdom,Female,57.0,1961.0,Legally divorced / Civil partnership dissolved,UKM,None of these,Permanently sick or disabled,Plant and machine operator or assembler,Coping on present income,Yes,Yes,No,6.0,Never,1.0,Town or small city,Yes,"I am a female. I am 57 years old and I was born in 1961. I am Legally divorced / Civil partnership dissolved. I am from Scotland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been permanently sick or disabled. My occupation is Electrical and electronic equipment assemblers. I was previously a member of a trade union but am not now. I would say that we are coping on present income. I would describe my general health as very bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 7. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Scottish National Party. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5172666311264038,2.4683315753936768,1.2767856121063232,1539,12233,B
